5,False,0,500,300,0,0.4,0.125,0,0.2,0.8,0.95,6,0.18,0.003,0.0,0.17,0.62,0.0,0.007215145611668914,0,0,-0.656
23,False,0,500,300,0,0.4,0.5750000000000001,0,0.2,0.8,0.95,6,0.18,0.003,0.0,0.17,0.62,0.0,0.015458970792767732,0,0,-0.946
22,False,0,500,300,0,0.4,0.55,0,0.2,0.8,0.95,6,0.18,0.003,0.0,0.17,0.62,0.0,0.014469374072122981,0,0,-1.094
14,False,0,500,300,0,0.4,0.35000000000000003,0,0.2,0.8,0.95,6,0.18,0.003,0.0,0.17,0.62,0.0,0.009822612267762112,0,0,-0.942
28,False,0,500,300,0,0.4,0.7000000000000001,0,0.2,0.8,0.95,6,0.18,0.003,0.0,0.17,0.62,0.0,0.01906301455208936,0,0,-0.956
17,False,0,500,300,0,0.4,0.42500000000000004,0,0.2,0.8,0.95,6,0.18,0.003,0.0,0.17,0.62,0.0,0.01116349310571241,0,0,-0.45
30,False,0,500,300,0,0.4,0.75,0,0.2,0.8,0.95,6,0.18,0.003,0.0,0.17,0.62,0.0,0.02083026698613726,0,0,-0.946
19,False,0,500,300,0,0.4,0.47500000000000003,0,0.2,0.8,0.95,6,0.18,0.003,0.0,0.17,0.62,0.0,0.012628191188622625,0,0,-0.92
29,False,0,500,300,0,0.4,0.7250000000000001,0,0.2,0.8,0.95,6,0.18,0.003,0.0,0.17,0.62,0.0,0.01979070069766434,0,0,-0.682
9,False,0,500,300,0,0.4,0.225,0,0.2,0.8,0.95,6,0.18,0.003,0.0,0.17,0.62,0.0,0.00745888936719759,0,0,-1.048
25,False,0,500,300,0,0.4,0.625,0,0.2,0.8,0.95,6,0.18,0.003,0.0,0.17,0.62,0.0,0.016159154401034066,0,0,-0.79
0,False,0,500,300,0,0.4,0.0,0,0.2,0.8,0.95,6,0.18,0.003,0.0,0.17,0.62,0.0,0.0036879462767766065,0,0,-0.516
20,False,0,500,300,0,0.4,0.5,0,0.2,0.8,0.95,6,0.18,0.003,0.0,0.17,0.62,0.0,0.013093214910969726,0,0,-0.256
13,False,0,500,300,0,0.4,0.325,0,0.2,0.8,0.95,6,0.18,0.003,0.0,0.17,0.62,0.0,0.010190082644628099,0,0,-0.058
27,False,0,500,300,0,0.4,0.675,0,0.2,0.8,0.95,6,0.18,0.003,0.0,0.17,0.62,0.0,0.01809560064200173,0,0,-1.192
6,False,0,500,300,0,0.4,0.15000000000000002,0,0.2,0.8,0.95,6,0.18,0.003,0.0,0.17,0.62,0.0,0.006993549729504786,0,0,-0.742
31,False,0,500,300,0,0.4,0.775,0,0.2,0.8,0.95,6,0.18,0.003,0.0,0.17,0.62,0.0,0.022276186493832322,0,0,-0.822
21,False,0,500,300,0,0.4,0.525,0,0.2,0.8,0.95,6,0.18,0.003,0.0,0.17,0.62,0.0,0.01338727031948353,0,0,-0.912
26,False,0,500,300,0,0.4,0.65,0,0.2,0.8,0.95,6,0.18,0.003,0.0,0.17,0.62,0.0,0.017047603250953725,0,0,-0.714
24,False,0,500,300,0,0.4,0.6000000000000001,0,0.2,0.8,0.95,6,0.18,0.003,0.0,0.17,0.62,0.0,0.01517717008327995,0,0,-0.758
8,False,0,500,300,0,0.4,0.2,0,0.2,0.8,0.95,6,0.18,0.003,0.0,0.17,0.62,0.0,0.007179269328802039,0,0,-0.826
3,False,0,500,300,0,0.4,0.07500000000000001,0,0.2,0.8,0.95,6,0.18,0.003,0.0,0.17,0.62,0.0,0.005770254698613263,0,0,-0.144
7,False,0,500,300,0,0.4,0.17500000000000002,0,0.2,0.8,0.95,6,0.18,0.003,0.0,0.17,0.62,0.0,0.007077459082806676,0,0,-0.498
10,False,0,500,300,0,0.4,0.25,0,0.2,0.8,0.95,6,0.18,0.003,0.0,0.17,0.62,0.0,0.00772096260938743,0,0,-0.68
11,False,0,500,300,0,0.4,0.275,0,0.2,0.8,0.95,6,0.18,0.003,0.0,0.17,0.62,0.0,0.008491589372740135,0,0,-0.526
