0,False,6,0,5,2,0,0,1.0,1.0,0.0,1.0,1.0,0.01,0.01,0.1,0.1,0,[1. 1. 1. 1. 1.],[1. 1. 1. 1. 1.]
0,False,6,1,5,2,0,0,1.0,1.0,0.0,1.0,1.0,0.01,0.01,0.1,0.1,0,[1. 1. 1. 1. 1.],[1. 1. 1. 1. 1.]
0,False,6,2,5,2,0,0,1.0,1.0,0.0,1.0,1.0,0.01,0.01,0.1,0.1,0,[1. 1. 1. 1. 1.],[1. 1. 1. 1. 1.]
1,False,6,0,5,2,0,0,0.78,0.72,0.0,0.15,1.0,0.41,0.36,0.1,0.1,0,[1. 1. 1. 1. 1.],[1. 1. 1. 1. 1.]
1,False,6,1,5,2,0,0,0.78,0.72,0.0,0.15,1.0,0.41,0.36,0.1,0.1,0,[1. 1. 1. 1. 1.],[1. 1. 1. 1. 1.]
1,False,6,2,5,2,0,0,0.78,0.72,0.0,0.15,1.0,0.41,0.36,0.1,0.1,0,[1. 1. 1. 1. 1.],[1. 1. 1. 1. 1.]
2,False,6,0,5,2,0,0,0.46,0.35,0.0,0.75,1.0,0.93,0.49,0.1,0.1,0,[1. 1. 1. 1. 1.],[1. 1. 1. 1. 1.]
2,False,6,1,5,2,0,0,0.46,0.35,0.0,0.75,1.0,0.93,0.49,0.1,0.1,0,[1. 1. 1. 1. 1.],[1. 1. 1. 1. 1.]
2,False,6,2,5,2,0,0,0.46,0.35,0.0,0.75,1.0,0.93,0.49,0.1,0.1,0,[1. 1. 1. 1. 1.],[1. 1. 1. 1. 1.]
