0,False,6,0,5,2,0,0,1.0,1.0,0.0,1.0,1.0,0.01,0.01,0.1,0.1,0,5.0,5.0
0,False,6,1,5,2,0,0,1.0,1.0,0.0,1.0,1.0,0.01,0.01,0.1,0.1,0,5.0,5.0
0,False,6,2,5,2,0,0,1.0,1.0,0.0,1.0,1.0,0.01,0.01,0.1,0.1,0,5.0,5.0
1,False,6,0,5,2,0,0,0.84,0.99,0.0,1.88,1.0,0.39,0.22,0.1,0.1,0,5.0,5.0
1,False,6,1,5,2,0,0,0.84,0.99,0.0,1.88,1.0,0.39,0.22,0.1,0.1,0,5.0,5.0
1,False,6,2,5,2,0,0,0.84,0.99,0.0,1.88,1.0,0.39,0.22,0.1,0.1,0,5.0,5.0
2,False,6,0,5,2,0,0,0.4,0.83,0.0,0.77,1.0,0.4,0.53,0.1,0.1,0,5.0,5.0
2,False,6,1,5,2,0,0,0.4,0.83,0.0,0.77,1.0,0.4,0.53,0.1,0.1,0,5.0,5.0
2,False,6,2,5,2,0,0,0.4,0.83,0.0,0.77,1.0,0.4,0.53,0.1,0.1,0,5.0,5.0
